SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM
102001,United States of America,44119,EUCLID HOSPITAL,OH,EUCLID,18901 LAKE,E SHORE BOULEVARD,ULEVARD,CUYAHOGA,(216) 531-9000,Acute Care Hospitals,Voluntary non-profit - Other,35049
102002,United States of America,44122,HIGHLAND SPRINGS,OH,BEACHWOOD,4199 MILL , POND DRIVE,E,CUYAHOGA,(216) 302-3070,Psychiatric,Proprietary,70678
102003,United States of America,44122,SOUTH POINTE HOSPITAL,OH,WARRENSVILLE HEIGHTS,20000 HARV,VARD ROAD,,CUYAHOGA,(216) 491-6000,Acute Care Hospitals,Voluntary non-profit - Other,65749
102004,United States of America,44122,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,OH,BEACHWOOD,3999 RICHM,MOND ROAD,,CUYAHOGA,(216) 593-5510,Acute Care Hospitals,Voluntary non-profit - Private,90417
102005,United States of America,44124,HILLCREST HOSPITAL,OH,MAYFIELD HEIGHTS,6780 MAYFI,IELD ROAD,,CUYAHOGA,(440) 312-4500,Acute Care Hospitals,Voluntary non-profit - Private,19349
102006,United States of America,44125,MARYMOUNT HOSPITAL,OH,GARFIELD HEIGHTS,12300 MCCR,RACKEN ROAD,D,CUYAHOGA,(216) 581-0500,Acute Care Hospitals,Voluntary non-profit - Private,47420
102007,United States of America,44129,PARMA COMMUNITY GENERAL HOSPITAL,OH,PARMA,7007 POWER,RS BOULEVARD,RD,CUYAHOGA,(440) 743-3000,Acute Care Hospitals,Voluntary non-profit - Private,36833
102008,United States of America,44130,SOUTHWEST GENERAL HEALTH CENTER,OH,MIDDLEBURG HEIGHTS,18697 BAGL,LEY ROAD,,CUYAHOGA,(440) 816-6701,Acute Care Hospitals,Voluntary non-profit - Private,30238
102009,United States of America,44143,UHHS RICHMOND HEIGHTS HOSPITAL,OH,RICHMOND HEIGHTS,27100 CHAR,RDON ROAD,,CUYAHOGA,(440) 585-6170,Acute Care Hospitals,Proprietary,93258
102010,United States of America,44145,UH ST JOHN MEDICAL CENTER,OH,WESTLAKE,29000 CENT,TER RIDGE ROAD,ROAD,CUYAHOGA,(440) 835-8000,Acute Care Hospitals,Voluntary non-profit - Private,75732
102011,United States of America,44195,CLEVELAND CLINIC,OH,CLEVELAND,9500 EUCLI,ID AVENUE,,CUYAHOGA,(216) 445-8400,Acute Care Hospitals,Voluntary non-profit - Private,65489
102012,United States of America,44223,SUMMA WESTERN RESERVE HOSPITAL,OH,CUYAHOGA FALLS,1900 23RD , STREET,,SUMMIT,(330) 971-7000,Acute Care Hospitals,Voluntary non-profit - Other,77042
102013,United States of America,44236,ASSURANCE HEALTH HUDSON LLC,OH,HUDSON,6260 HUDSO,ON CROSSING PKWY,G PKWY,SUMMIT,(330) 208-9317,Psychiatric,Proprietary,28555
102014,United States of America,44254,LODI COMMUNITY HOSPITAL,OH,LODI,225 ELYRIA,A STREET,,MEDINA,(330) 948-1222,Critical Access Hospitals,Voluntary non-profit - Private,55097
102015,United States of America,44256,MEDINA HOSPITAL,OH,MEDINA,1000 EAST , WASHINGTON STREET,N STREET,MEDINA,(330) 725-1000,Acute Care Hospitals,Voluntary non-profit - Private,37347
102016,United States of America,44266,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,OH,RAVENNA,6847 N CHE,ESTNUT,,PORTAGE,(330) 297-2300,Acute Care Hospitals,Voluntary non-profit - Private,51543
102017,United States of America,44307,AKRON GENERAL MEDICAL CENTER,OH,AKRON,1 AKRON GE,ENERAL AVENUE,NUE,SUMMIT,(330) 344-6000,Acute Care Hospitals,Voluntary non-profit - Private,40263
102018,United States of America,44308,AKRON CHILDREN'S HOSPITAL,OH,AKRON,1 PERKINS , SQUARE,,SUMMIT,(330) 543-1000,Childrens,Voluntary non-profit - Private,71330
102019,United States of America,44309,SUMMA HEALTH SYSTEM,OH,AKRON,525 EAST M,MARKET STREET,EET,SUMMIT,(330) 375-3000,Acute Care Hospitals,Voluntary non-profit - Private,90358
102020,United States of America,44310,CRYSTAL CLINIC ORTHOPAEDIC CENTER,OH,AKRON,444 NORTH , MAIN STREET,ET,SUMMIT,(330) 670-4118,Acute Care Hospitals,Proprietary,74053
102021,United States of America,44460,SALEM REGIONAL MEDICAL CENTER,OH,SALEM,1995 EAST , STATE STREET,EET,COLUMBIANA,(330) 332-1551,Acute Care Hospitals,Voluntary non-profit - Private,83685
102022,United States of America,44481,MH ST JOSEPH WARREN HOSPITAL,OH,WARREN,667 EASTLA,AND AVE SE,,TRUMBULL,(330) 841-4016,Acute Care Hospitals,Voluntary non-profit - Private,63443
102023,United States of America,44482,TRUMBULL REGIONAL MEDICAL CENTER,OH,WARREN,1350 EAST , MARKET STREET,REET,TRUMBULL,(330) 841-9820,Acute Care Hospitals,Proprietary,42722
102024,United States of America,44501,MH ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,YOUNGSTOWN,1044 BELMO,ONT AVENUE,,MAHONING,(330) 480-3962,Acute Care Hospitals,Voluntary non-profit - Church,28692
102025,United States of America,44504,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,OH,YOUNGSTOWN,196 COLONI,IAL DRIVE,,MAHONING,(234) 232-7500,Psychiatric,Proprietary,83040
102026,United States of America,44505,BELMONT PINES HOSPITAL,OH,YOUNGSTOWN,615 CHURCH,HILL-HUBBARD RD,RD RD,MAHONING,(330) 759-2700,Psychiatric,Proprietary,76252
102027,United States of America,44512,MH ST ELIZABETH BOARDMAN HOSPITAL,OH,BOARDMAN,8401 MARKE,ET STREET,,MAHONING,(330) 729-2929,Acute Care Hospitals,Voluntary non-profit - Church,76316
102028,United States of America,44512,SURGICAL HOSPITAL AT SOUTHWOODS,OH,YOUNGSTOWN,7630 SOUTH,HERN BLVD,,MAHONING,(330) 729-8000,Acute Care Hospitals,Proprietary,29015
102029,United States of America,44601,ALLIANCE COMMUNITY HOSPITAL,OH,ALLIANCE,200 EAST S,STATE STREET,ET,STARK,(330) 596-7018,Acute Care Hospitals,Voluntary non-profit - Other,46709
102030,United States of America,44621,"TEN LAKES CENTER, LLC",OH,DENNISON,819 NORTH ," FIRST STREET, 3RD F","EET, 3RD FLOOR",TUSCARAWAS,(740) 922-7499,Psychiatric,Voluntary non-profit - Private,87936
102031,United States of America,44621,TRINITY HOSPITAL TWIN CITY,OH,DENNISON,819 NORTH , FIRST STREET,EET,TUSCARAWAS,(740) 922-2800,Critical Access Hospitals,Voluntary non-profit - Church,10063
102032,United States of America,44622,UNION HOSPITAL,OH,DOVER,659 BOULEV,VARD,,TUSCARAWAS,(330) 343-3311,Acute Care Hospitals,Voluntary non-profit - Other,30463
102033,United States of America,44648,HEARTLAND BEHAVIORAL HEALTHCARE,OH,MASSILLON,3000 ERIE , SW,,STARK,(330) 833-3135,Psychiatric,Government - State,21858
102034,United States of America,44654,POMERENE HOSPITAL,OH,MILLERSBURG,981 WOOSTE,ER ROAD,,HOLMES,(330) 674-1015,Acute Care Hospitals,Government - Local,45276
102035,United States of America,44667,AULTMAN ORRVILLE HOSPITAL,OH,ORRVILLE,832 SOUTH , MAIN STREET,ET,WAYNE,(330) 682-3010,Critical Access Hospitals,Voluntary non-profit - Private,20296
102036,United States of America,44691,WOOSTER COMMUNITY HOSPITAL,OH,WOOSTER,1761 BEALL,L AVENUE,,WAYNE,(330) 263-8100,Acute Care Hospitals,Government - Local,86367
102037,United States of America,44708,MERCY MEDICAL CENTER,OH,CANTON,1320 MERCY,Y DRIVE NW,,STARK,(330) 489-1080,Acute Care Hospitals,Voluntary non-profit - Private,93346
102038,United States of America,44710,AULTMAN HOSPITAL,OH,CANTON,2600 SIXTH,H STREET SW,W,STARK,(330) 363-6352,Acute Care Hospitals,Voluntary non-profit - Other,30187
102039,United States of America,44805,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,OH,ASHLAND,1025 CENTE,ER ST,,ASHLAND,(419) 289-0491,Acute Care Hospitals,Voluntary non-profit - Other,16306
102040,United States of America,44811,BELLEVUE HOSPITAL,OH,BELLEVUE,1400 WEST , MAIN STREET,ET,SANDUSKY,(419) 483-4040,Acute Care Hospitals,Voluntary non-profit - Other,34530
102041,United States of America,44820,BUCYRUS COMMUNITY HOSPITAL,OH,BUCYRUS,629 NORTH , SANDUSKY AVENUE,AVENUE,CRAWFORD,(419) 562-4677,Critical Access Hospitals,Voluntary non-profit - Other,43334
102042,United States of America,44830,FOSTORIA COMMUNITY HOSPITAL,OH,FOSTORIA,501 VAN BU,UREN STREET,T,SENECA,(419) 435-7734,Critical Access Hospitals,Voluntary non-profit - Private,12757
102043,United States of America,44833,GALION COMMUNITY HOSPITAL,OH,GALION,269 PORTLA,AND WAY SOUTH,UTH,CRAWFORD,(419) 468-4841,Critical Access Hospitals,Voluntary non-profit - Church,17900
102044,United States of America,44857,FISHER-TITUS HOSPITAL,OH,NORWALK,272 BENEDI,ICT AVENUE,,HURON,(419) 668-8101,Acute Care Hospitals,Voluntary non-profit - Private,37781
102045,United States of America,44870,FIRELANDS REGIONAL MEDICAL CENTER,OH,SANDUSKY,1111 HAYES,S AVENUE,,ERIE,(419) 557-7400,Acute Care Hospitals,Voluntary non-profit - Private,68834
102046,United States of America,44875,OHIOHEALTH SHELBY HOSPITAL,OH,SHELBY,199 WEST M,MAIN STREET,T,RICHLAND,(419) 342-5015,Critical Access Hospitals,Voluntary non-profit - Private,34850
102047,United States of America,44883,MERCY HEALTH - TIFFIN HOSPITAL,OH,TIFFIN,45 ST LAWR,RENCE DRIVE,E,SENECA,(419) 455-7000,Acute Care Hospitals,Voluntary non-profit - Church,40338
102048,United States of America,44883,SOJOURN AT SENECA,OH,TIFFIN,50 ST LAWR,RENCE DRIVE,E,SENECA,(567) 207-2230,Psychiatric,Voluntary non-profit - Private,59269
102049,United States of America,44890,MERCY HEALTH - WILLARD HOSPITAL,OH,WILLARD,1100 NEAL , ZICK ROAD,,HURON,(419) 964-5000,Critical Access Hospitals,Voluntary non-profit - Private,45557
102050,United States of America,44903,OHIOHEALTH MANSFIELD HOSPITAL,OH,MANSFIELD,335 GLESSN,NER AVENUE,,RICHLAND,(419) 526-8000,Acute Care Hospitals,Voluntary non-profit - Private,26513
102051,United States of America,44906,AVITA ONTARIO,OH,ONTARIO,715 RICHLA,AND MALL,,RICHLAND,(567) 307-7666,Acute Care Hospitals,Voluntary non-profit - Private,24610
102052,United States of America,45005,ATRIUM MEDICAL CENTER,OH,FRANKLIN,ONE MEDICA,AL CENTER DRIVE,DRIVE,WARREN,(513) 420-5102,Acute Care Hospitals,Voluntary non-profit - Private,78170
102053,United States of America,45013,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,OH,HAMILTON,630 EATON , AVENUE,,BUTLER,(513) 867-2000,Acute Care Hospitals,Voluntary non-profit - Private,54082
102054,United States of America,45014,MERCY HEALTH - FAIRFIELD HOSPITAL,OH,FAIRFIELD,3000 MACK , ROAD,,BUTLER,(513) 870-7197,Acute Care Hospitals,Voluntary non-profit - Private,73772
102055,United States of America,45040,LINDNER CENTER OF HOPE,OH,MASON,4075 OLD W,WESTERN ROW ROAD,W ROAD,WARREN,(513) 536-4673,Psychiatric,Voluntary non-profit - Private,23154
102056,United States of America,45056,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,OXFORD,110 NORTH , POPLAR STREET,REET,BUTLER,(513) 524-5640,Acute Care Hospitals,Voluntary non-profit - Private,21540
102057,United States of America,45069,BECKETT SPRINGS,OH,WEST CHESTER,8614 SHEPH,HERD FARM DRIVE,DRIVE,BUTLER,(513) 942-9500,Psychiatric,Proprietary,34700
102058,United States of America,45069,"WEST CHESTER HOSPITAL, LLC",OH,WEST CHESTER,7700 UNIVE,ERSITY DRIVE,VE,BUTLER,(513) 298-7700,Acute Care Hospitals,Voluntary non-profit - Private,55003
102059,United States of America,45103,MERCY HEALTH - CLERMONT HOSPITAL,OH,BATAVIA,3000 HOSPI,ITAL DRIVE,,CLERMONT,(513) 732-8590,Acute Care Hospitals,Voluntary non-profit - Church,61113
102060,United States of America,45123,GREENFIELD AREA MEDICAL CENTER,OH,GREENFIELD,550 MIRABE,EAU STREET,,HIGHLAND,(937) 981-9400,Critical Access Hospitals,Voluntary non-profit - Private,52034
102061,United States of America,45133,HIGHLAND DISTRICT HOSPITAL,OH,HILLSBORO,1275 NORTH,H HIGH STREET,EET,HIGHLAND,(937) 393-6100,Critical Access Hospitals,Government - Hospital District or Authority,59592
102062,United States of America,45177,CLINTON MEMORIAL HOSPITAL,OH,WILMINGTON,610 WEST M,MAIN STREET,T,CLINTON,(937) 382-6611,Acute Care Hospitals,Government - Local,25293
102063,United States of America,45211,MERCY HEALTH - WEST HOSPITAL,OH,CINCINNATI,3300 MERCY,Y HEALTH BLVD,LVD,HAMILTON,(513) 215-5000,Acute Care Hospitals,Voluntary non-profit - Private,56161
102064,United States of America,45213,BLUERIDGE VISTA HEALTH AND WELLNESS,OH,CINCINNATI,5500 VERUL,LAM AVENUE,,HAMILTON,(513) 841-3011,Psychiatric,Proprietary,22089
102065,United States of America,45219,CHRIST HOSPITAL,OH,CINCINNATI,2139 AUBUR,RN AVENUE,,HAMILTON,(513) 585-2000,Acute Care Hospitals,Voluntary non-profit - Private,46286
102066,United States of America,45219,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",OH,CINCINNATI,234 GOODMA,AN STREET,,HAMILTON,(513) 584-1000,Acute Care Hospitals,Voluntary non-profit - Private,64202
102067,United States of America,45220,GOOD SAMARITAN HOSPITAL,OH,CINCINNATI,375 DIXMYT,TH AVENUE,,HAMILTON,(513) 862-2646,Acute Care Hospitals,Voluntary non-profit - Church,92635
102068,United States of America,45229,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,OH,CINCINNATI,3333 BURNE,ET AVENUE,,HAMILTON,(513) 636-3333,Childrens,Voluntary non-profit - Private,15799
102069,United States of America,45229,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,OH,CINCINNATI,3229 BURNE,ETT AVENUE,,HAMILTON,(513) 872-6000,Childrens,Voluntary non-profit - Private,31023
102070,United States of America,45236,THE JEWISH HOSPITAL-MERCY HEALTH,OH,CINCINNATI,4777 EAST , GALBRAITH ROAD, ROAD,HAMILTON,(513) 686-4127,Acute Care Hospitals,Voluntary non-profit - Private,24575
102071,United States of America,45237,SUMMIT BEHAVIORAL HEALTHCARE,OH,CINCINNATI,1101 SUMMI,IT ROAD,,HAMILTON,(513) 948-3600,Psychiatric,Government - State,30423
102072,United States of America,45241,TRIHEALTH EVENDALE HOSPITAL,OH,CINCINNATI,3155 GLEND,DALE MILFORD ROAD,RD ROAD,HAMILTON,(513) 454-2222,Acute Care Hospitals,Voluntary non-profit - Private,50959
102073,United States of America,45242,ASSURANCE HEALTH CINCINNATI LLC,OH,CINCINNATI,11690 GROO,OMS ROAD,,HAMILTON,(513) 519-4947,Psychiatric,Proprietary,57657
102074,United States of America,45242,BETHESDA NORTH,OH,CINCINNATI,10500 MONT,TGOMERY ROAD,AD,HAMILTON,(513) 865-1241,Acute Care Hospitals,Voluntary non-profit - Church,82763
102075,United States of America,45255,MERCY HEALTH-ANDERSON HOSPITAL,OH,CINCINNATI,7500 STATE,E ROAD,,HAMILTON,(513) 624-4006,Acute Care Hospitals,Voluntary non-profit - Private,86072
102076,United States of America,45331,WAYNE HOSPITAL,OH,GREENVILLE,835 SWEITZ,ZER STREET,,DARKE,(937) 548-1141,Acute Care Hospitals,Voluntary non-profit - Private,57626
102077,United States of America,45342,SYCAMORE MEDICAL CENTER,OH,MIAMISBURG,4000 MIAMI,ISBURG-CENTERVILLE R,TERVILLE ROAD,MONTGOMERY,(937) 384-8776,Acute Care Hospitals,Voluntary non-profit - Church,42256
102078,United States of America,45365,WILSON MEMORIAL HOSPITAL,OH,SIDNEY,915 WEST M,MICHIGAN STREET,TREET,SHELBY,(937) 498-5405,Acute Care Hospitals,Voluntary non-profit - Private,84712
102079,United States of America,45373,UPPER VALLEY MEDICAL CENTER,OH,TROY,3130 NORTH,H COUNTY ROAD 25A,OAD 25A,MIAMI,(937) 440-7853,Acute Care Hospitals,Voluntary non-profit - Private,68621
102080,United States of America,45385,GREENE MEMORIAL HOSPITAL,OH,XENIA,1141 NORTH,H MONROE DRIVE,RIVE,GREENE,(937) 352-2000,Acute Care Hospitals,Voluntary non-profit - Private,17735
102081,United States of America,45404,DAYTON CHILDREN'S HOSPITAL,OH,DAYTON,ONE CHILDR,RENS PLAZA,,MONTGOMERY,(937) 641-3450,Childrens,Voluntary non-profit - Private,65248
102082,United States of America,45405,GRANDVIEW HOSPITAL & MEDICAL CENTER,OH,DAYTON,405 GRAND , AVENUE,,MONTGOMERY,(937) 723-3200,Acute Care Hospitals,Voluntary non-profit - Other,26798
102083,United States of America,45409,MIAMI VALLEY HOSPITAL,OH,DAYTON,ONE WYOMIN,NG STREET,,MONTGOMERY,(937) 208-3023,Acute Care Hospitals,Voluntary non-profit - Private,87527
102084,United States of America,45417,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,OH,DAYTON,ONE ELIZAB,"BETH PLACE, E3 SUITE",", E3 SUITE A",MONTGOMERY,(937) 234-0103,Psychiatric,Proprietary,71002
102085,United States of America,45420,"ACCESS HOSPITAL DAYTON, LLC",OH,DAYTON,2611 WAYNE,E AVENUE,,MONTGOMERY,(937) 256-7801,Psychiatric,Voluntary non-profit - Private,23466
102086,United States of America,45429,KETTERING MEDICAL CENTER,OH,KETTERING,3535 SOUTH,HERN BOULEVARD,VARD,MONTGOMERY,(937) 395-8165,Acute Care Hospitals,Voluntary non-profit - Church,66530
102087,United States of America,45431,SOIN MEDICAL CENTER,OH,BEAVER CREEK,3535 PENTA,AGON PARK BLVD,BLVD,GREENE,(937) 702-4000,Acute Care Hospitals,Voluntary non-profit - Private,40999
102088,United States of America,45433,88th Medical Group (Wright-Patterson AFB),OH,Wright-Patterson AFB,88 MDG 488,81 Sugar Maple Dr.,aple Dr.,GREENE,(937) 257-9926,Acute Care - Department of Defense,Department of Defense,54163
102089,United States of America,45502,OHIO VALLEY SURGICAL HOSPITAL,OH,SPRINGFIELD,100 WEST M,MAIN STREET,T,CLARK,(937) 521-3900,Acute Care Hospitals,Voluntary non-profit - Private,74822
102090,United States of America,45504,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,OH,SPRINGFIELD,474 NORTH , YELLOW SPRINGS STRE,RINGS STREET,CLARK,(937) 399-9500,Psychiatric,Proprietary,28517
102091,United States of America,45504,MERCY HEALTH - SPRINGFIELD REGIONAL MEDICAL CENTER,OH,SPRINGFIELD,100 MEDICA,AL CENTER DRIVE,DRIVE,CLARK,(937) 523-1000,Acute Care Hospitals,Voluntary non-profit - Private,31883
102092,United States of America,45601,ADENA REGIONAL MEDICAL CENTER,OH,CHILLICOTHE,272 HOSPIT,TAL ROAD,,ROSS,(740) 779-7500,Acute Care Hospitals,Voluntary non-profit - Private,48412
102093,United States of America,45631,HOLZER MEDICAL CENTER,OH,GALLIPOLIS,100 JACKSO,ON PIKE,,GALLIA,(740) 446-5000,Acute Care Hospitals,Voluntary non-profit - Private,86196
102094,United States of America,45640,HOLZER MEDICAL CENTER JACKSON,OH,JACKSON,500 BURLIN,NGTON ROAD,,JACKSON,(740) 395-8500,Critical Access Hospitals,Voluntary non-profit - Private,74238
102095,United States of America,45662,KINGS DAUGHTERS MEDICAL CENTER OHIO,OH,PORTSMOUTH,1901 ARGON,NNE ROAD,,SCIOTO,(740) 991-4000,Acute Care Hospitals,Voluntary non-profit - Private,13280
102096,United States of America,45662,SOUTHERN OHIO MEDICAL CENTER,OH,PORTSMOUTH,1805 27TH , STREET,,SCIOTO,(740) 356-5000,Acute Care Hospitals,Voluntary non-profit - Other,53975
102097,United States of America,45669,THREE GABLES SURGERY CENTER,OH,PROCTORVILLE,5897 COUNT,TY ROAD 107,7,LAWRENCE,(740) 886-9911,Acute Care Hospitals,Proprietary,69572
102098,United States of America,45679,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,SEAMAN,230 MEDICA,AL CENTER DRIVE,DRIVE,ADAMS,(937) 386-3400,Critical Access Hospitals,Government - Local,34183
102099,United States of America,45690,ADENA PIKE MEDICAL CENTER,OH,WAVERLY,100 DAWN L,LANE,,PIKE,(740) 947-2186,Critical Access Hospitals,Voluntary non-profit - Private,33811
102100,United States of America,45701,APPALACHIAN BEHAVIORAL HEALTH CARE,OH,ATHENS,100 HOSPIT,TAL DRIVE,,ATHENS,(740) 594-5000,Psychiatric,Proprietary,11016
102101,United States of America,45701,OHIOHEALTH O'BLENESS HOSPITAL,OH,ATHENS,55 HOSPITA,AL DRIVE,,ATHENS,(740) 593-5551,Acute Care Hospitals,Voluntary non-profit - Other,38220
102102,United States of America,45750,MARIETTA MEMORIAL HOSPITAL,OH,MARIETTA,401 MATTHE,EW STREET,,WASHINGTON,(740) 374-1400,Acute Care Hospitals,Voluntary non-profit - Other,38805
102103,United States of America,45750,SELBY GENERAL HOSPITAL,OH,MARIETTA,1106 COLEG,GATE DRIVE,,WASHINGTON,(740) 568-2000,Critical Access Hospitals,Voluntary non-profit - Private,19840
102104,United States of America,45801,MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,LIMA,730 WEST M,MARKET STREET,EET,ALLEN,(419) 227-3361,Acute Care Hospitals,Voluntary non-profit - Private,55404
102105,United States of America,45804,INSTITUTE FOR ORTHOPAEDIC SURGERY,OH,LIMA,801 MEDICA,"AL DRIVE, SUITE B",SUITE B,ALLEN,(419) 224-7586,Acute Care Hospitals,Proprietary,93090
102106,United States of America,45804,LIMA MEMORIAL HEALTH SYSTEM,OH,LIMA,1001 BELLE,EFONTAINE AVENUE,AVENUE,ALLEN,(419) 226-3335,Acute Care Hospitals,Voluntary non-profit - Other,13189
102107,United States of America,45817,BLUFFTON HOSPITAL,OH,BLUFFTON,139 GARAU , STREET,,ALLEN,(419) 358-9010,Critical Access Hospitals,Voluntary non-profit - Private,72813
102108,United States of America,45828,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,OH,COLDWATER,800 WEST M,MAIN STREET,T,MERCER,(419) 678-4843,Acute Care Hospitals,Government - Hospital District or Authority,51499
102109,United States of America,45840,BLANCHARD VALLEY HOSPITAL,OH,FINDLAY,1900 SOUTH,H MAIN STREET,EET,HANCOCK,(419) 423-4500,Acute Care Hospitals,Voluntary non-profit - Other,44280
102110,United States of America,45863,RIDGEVIEW BEHAVIORAL HOSPITAL,OH,MIDDLE POINT,17872 LINC,COLN HIGHWAY,AY,VAN WERT,(419) 968-2950,Psychiatric,Proprietary,57054
102111,United States of America,45879,PAULDING COUNTY HOSPITAL,OH,PAULDING,1035 WEST , WAYNE ST.,,PAULDING,(419) 399-1103,Critical Access Hospitals,Government - Local,45534
102112,United States of America,45885,GRAND LAKE HEALTH SYSTEM,OH,SAINT MARYS,200 SAINT , CLAIR STREET,EET,AUGLAIZE,(419) 394-3335,Acute Care Hospitals,Voluntary non-profit - Private,61125
102113,United States of America,45891,VAN WERT COUNTY HOSPITAL,OH,VAN WERT,1250 S WAS,SHINGTON STREET,TREET,VAN WERT,(419) 238-8627,Acute Care Hospitals,Voluntary non-profit - Private,11538
102114,United States of America,46011,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,IN,ANDERSON,1515 N MAD,DISON AVE,,MADISON,(765) 298-4242,Acute Care Hospitals,Voluntary non-profit - Private,76287
102115,United States of America,46016,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,ANDERSON,2015 JACKS,SON ST,,MADISON,(765) 646-8373,Acute Care Hospitals,Voluntary non-profit - Private,62834
102116,United States of America,46032,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,CARMEL,11700 N ME,ERIDIAN ST,,HAMILTON,(317) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,39825
102117,United States of America,46032,ST VINCENT CARMEL HOSPITAL INC,IN,CARMEL,13500 N ME,ERIDIAN ST,,HAMILTON,(317) 582-7000,Acute Care Hospitals,Voluntary non-profit - Church,82180
102118,United States of America,46036,ST VINCENT MERCY HOSPITAL,IN,ELWOOD,1331 S A S,ST,,MADISON,(765) 552-4743,Critical Access Hospitals,Voluntary non-profit - Church,23890
102119,United States of America,46037,ST VINCENT FISHERS HOSPITAL INC,IN,FISHERS,13861 OLIO,O ROAD,,HAMILTON,(317) 415-9000,Acute Care Hospitals,Voluntary non-profit - Private,73497
102120,United States of America,46041,INDIANA UNIVERSITY HEALTH FRANKFORT INC,IN,FRANKFORT,1300 S JAC,CKSON ST,,CLINTON,(765) 656-3000,Critical Access Hospitals,Voluntary non-profit - Private,35633
102121,United States of America,46052,WITHAM HEALTH SERVICES,IN,LEBANON,2605 N LEB,BANON ST,,BOONE,(765) 485-8000,Acute Care Hospitals,Government - Local,52855
102122,United States of America,46060,RIVERVIEW HEALTH,IN,NOBLESVILLE,395 WESTFI,IELD RD,,HAMILTON,(317) 773-0760,Acute Care Hospitals,Government - Local,52401
102123,United States of America,46072,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,IN,TIPTON,1000 S MAI,IN ST,,TIPTON,(765) 675-8500,Critical Access Hospitals,Voluntary non-profit - Other,65893
102124,United States of America,46122,HENDRICKS REGIONAL HEALTH,IN,DANVILLE,1000 E MAI,IN ST,,HENDRICKS,(317) 745-4451,Acute Care Hospitals,Government - Local,86775
102125,United States of America,46123,IU HEALTH WEST HOSPITAL,IN,AVON,1111 N RON,NALD REAGAN PKWY,N PKWY,HENDRICKS,(317) 217-3000,Acute Care Hospitals,Proprietary,85330
102126,United States of America,46123,ST VINCENT NEIGHBORHOOD HOSPITAL,IN,AVON,9613 EAST , US HIGHWAY 36,Y 36,HENDRICKS,(317) 703-1999,Acute Care Hospitals,Proprietary,38242
102127,United States of America,46131,JOHNSON MEMORIAL HOSPITAL,IN,FRANKLIN,1125 W JEF,FFERSON ST,,JOHNSON,(317) 736-3300,Acute Care Hospitals,Government - Local,93047
102128,United States of America,46135,PUTNAM COUNTY HOSPITAL,IN,GREENCASTLE,1542 S BLO,OOMINGTON ST,ST,PUTNAM,(765) 301-7300,Critical Access Hospitals,Government - Local,64087
102129,United States of America,46140,HANCOCK REGIONAL HOSPITAL,IN,GREENFIELD,801 N STAT,TE ST,,HANCOCK,(317) 462-5544,Acute Care Hospitals,Government - Local,45815
102130,United States of America,46143,VALLE VISTA HEALTH SYSTEM,IN,GREENWOOD,898 E MAIN,N ST,,JOHNSON,(317) 883-5300,Psychiatric,Proprietary,41833
102131,United States of America,46158,FRANCISCAN HEALTH MOORESVILLE,IN,MOORESVILLE,1201 HADLE,EY RD,,MORGAN,(317) 831-1160,Acute Care Hospitals,Voluntary non-profit - Church,52510
102132,United States of America,46173,RUSH MEMORIAL HOSPITAL,IN,RUSHVILLE,1300 N MAI,IN ST,,RUSH,(765) 932-7513,Critical Access Hospitals,Government - Local,84090
102133,United States of America,46176,MAJOR HOSPITAL,IN,SHELBYVILLE,2451 INTEL,LLIPLEX DR,,SHELBY,(317) 392-3211,Acute Care Hospitals,Government - Local,72914
102134,United States of America,46202,ESKENAZI HEALTH,IN,INDIANAPOLIS,720 ESKENA,AZI AVENUE,,MARION,(317) 880-4818,Acute Care Hospitals,Government - Local,33146
102135,United States of America,46202,INDIANA UNIVERSITY HEALTH,IN,INDIANAPOLIS,1701 N SEN,NATE BLVD,,MARION,(317) 962-5900,Acute Care Hospitals,Voluntary non-profit - Private,38809
